Rank,BGGid,Name,Price
198,9216,Goa,38.3
199,555,The Princes of Florence,41.47
200,7854,YINSH,29.97
201,156129,Deception: Murder in Hong Kong,39.97
202,192291,Sushi Go Party!,21
203,169426,Roll Player,41.96
204,232832,Century: Golem Edition,31.99
205,268864,Undaunted: Normandy,34.47
206,155068,Arcadia Quest,64.13
207,31481,Galaxy Trucker,31.61
209,209418,Dominion (Second Edition),33.97
210,27833,Steam,44
211,158600,Hanamikoji,15.99
212,20551,Shogun,45.45
213,199478,Flamme Rouge,49.99
214,198994,Hero Realms,17.47
215,176494,Isle of Skye: From Chieftain to King,35.99
216,421,1830: Railways & Robber Barons,53.99
217,27708,1960: The Making of the President,67.47
218,19857,Glory to Rome,17.45
219,140620,Lewis & Clark: The Expedition,37.99
220,118,Modern Art,27.99
221,228341,Pulsar 2849,49.95
222,283355,Dune,53.45
223,127060,Bora Bora,36.38
224,3,Samurai,27.95
225,155873,Power Grid Deluxe: Europe/North America,39.99
226,241451,Aeon's End: Legacy,91.53
227,306735,Under Falling Skies,24.95
228,108745,Seasons,43.66
229,204583,Kingdomino,22.99
230,24181,Imperial,40.49
231,92828,Dixit: Odyssey,29.99
233,271055,Dwellings of Eldervale,99.97
234,318977,MicroMacro: Crime City,25.99
235,97207,Dungeon Petz,49.95
237,255984,Sleeping Gods,81.97
239,154203,Imperial Settlers,35.99
240,760,Battle Line,17.99
241,38453,Space Alert,49.95
242,181279,Fury of Dracula (Third/Fourth Edition),81.95
243,286096,Tapestry,88
244,176734,The Manhattan Project: Energy Empire,45.99
245,271896,Star Wars: Outer Rim,67.99
246,232405,Western Legends,66.39
247,66589,Navegador,49.61
248,222509,Lords of Hellas,53.97
249,193037,Dead of Winter: The Long Night,41.99
250,224783,Vindication,99
251,279537,The Search for Planet X,35.97
252,93260,Summoner Wars: Master Set,127.99
253,19777,Indonesia,95.51
254,59294,Runewars,109.99
255,295947,Cascadia,31.99
256,2655,Hive,34.47
258,206718,Ethnos,39.99
259,235802,Too Many Bones: Undertow,99.95
260,48726,Alien Frontiers,60
261,165722,KLASK,69.99
262,160477,Onitama,21.97
263,54138,Imperial 2030,38.74
264,13122,Antiquity,81.05
265,146439,BattleLore: Second Edition,59.99
266,172081,Burgle Bros.,48.75
267,293014,Nidavellir,35.99
268,139976,Cthulhu Wars,179.99
270,246784,Cryptid,33.47
271,187617,Nemo's War (Second Edition),49.99
272,209685,Century: Spice Road,31.99
273,46213,Telestrations,28.77
274,231733,Obsession,69.99
275,274637,"Unmatched: Battle of Legends, Volume One",29.97
277,227789,Heaven & Ale,34.99
278,101721,Mage Wars Arena,42.99
279,140934,Arboretum,18.29
280,172818,Above and Below,40.97
281,136888,Bruges,38.99
282,54,Tikal,51.99
283,45315,Dungeon Lords,49.95
284,77130,Sid Meier's Civilization: The Board Game,59.95
285,163967,Tiny Epic Galaxies,21.99
286,181304,Mysterium,39.99
287,143693,Glass Road,47.97
288,295486,My City,26.47
289,59959,Letters from Whitechapel,43.97
290,5,Acquire,39.97
291,129622,Love Letter,12.79
292,25292,Merchants & Marauders,51.64
293,324856,The Crew: Mission Deep Sea,11.97
294,41114,The Resistance,18.47
295,21241,Neuroshima Hex! 3.0,33.47
296,37046,Ghost Stories,38.47
297,2653,Survive: Escape from Atlantis!,24.96
298,39856,Dixit,31.99
299,223040,Fantasy Realms,15.97
300,176920,Mission: Red Planet (Second Edition),39.95
301,163745,Star Wars: Armada,82.45
302,70919,Takenoko,43.99
303,119890,Agricola: All Creatures Big and Small,35.99
304,257499,Arkham Horror (Third Edition),29.99
305,219513,Bärenpark,35.99
306,234487,Altiplano,55.17
307,182134,Evolution: Climate,47.99
308,199042,Harry Potter: Hogwarts Battle,44.97
309,17392,Here I Stand,124.24
310,302723,Forgotten Waters,47.97
311,184921,Bunny Kingdom,39.99
312,192458,51st State: Master Set,89.42
313,172,For Sale,22.47
314,8217,San Juan,46.88
315,25554,Notre Dame,35.99
316,1,Die Macher,55.97
317,39683,At the Gates of Loyang,104.99
318,260605,Camel Up (Second Edition),34.39
319,24480,The Pillars of the Earth,44.97
320,156546,Monikers,26.99
321,250458,Gùgōng,67.55
322,33160,Endeavor,31.95
324,230253,Star Realms: Frontiers,17.47
325,50,Lost Cities,14.97
326,246192,Gizmos,35.99
328,186751,Mythic Battles: Pantheon,164.65
329,31594,In the Year of the Dragon,35.99
330,204305,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,47.99
331,144592,Bruxelles 1893,73.5
332,234277,Nusfjord,55.99
333,170771,Sword & Sorcery,67.47
334,188866,Awkward Guests,37.82
335,21348,Ticket to Ride: Märklin,34.95
336,265736,Tiny Towns,34.98
337,256226,Azul: Stained Glass of Sintra,35.99
338,70323,King of Tokyo,29.99
339,63888,Innovation,15.47
340,36932,Claustrophobia,41.55
341,40765,Clash of Cultures,82.85
342,297030,Tekhenu: Obelisk of the Sun,52.47
343,154809,Nippon,116.47
344,300322,Hallertau,74.99
345,245934,Carpe Diem,24.99
347,71,Civilization,43.23
348,236191,London (Second Edition),26.18
349,54625,Space Hulk (Third Edition),121.59
350,243,Advanced Squad Leader,35.06
351,198773,Codenames: Pictures,24.99
354,244711,Newton,59.99
355,155987,Abyss,34.97
356,40354,Maria,57.65
357,124708,Mice and Mystics,71.99
358,260428,Pandemic: Fall of Rome,51.26
359,300531,Paleo,39.97
360,194594,Dice Forge,59.99
361,161614,Stockpile,50
363,15987,Arkham Horror,59.02
364,63628,The Manhattan Project,34.91
365,128271,Ginkgopolis,51.99
366,66188,Fresco,28.84
367,55670,Macao,225
368,227224,The Red Cathedral,27.97
369,197376,Charterstone,64
370,215311,Downforce,37.81
371,138161,Firefly: The Game,127.84
373,229220,Santa Maria,48.22
374,294484,Unmatched: Cobble & Fog,29.97
375,47,Chinatown,79.99
376,270633,Aeon's End: The New Age,43.99
377,151347,Millennium Blades,80
378,215341,Thunderstone Quest,207.47
379,100901,Flash Point: Fire Rescue,16.97
381,111341,The Great Zimbabwe,99.97
382,79828,A Few Acres of Snow,40.52
384,274960,Point Salad,19.99
385,304420,Bonfire,15.99
386,96913,Lancaster,50
387,66362,Glen More,116.47
388,176396,Quadropolis,45.49
389,34219,Biblios,18.75
390,27162,Kingsburg,93.78
392,192153,Pandemic: Reign of Cthulhu,43.99
393,105134,Risk Legacy,42.99
394,18833,Lord of the Rings: The Confrontation,24.45
395,92415,Skull,16.79
396,150658,Pandemic: The Cure,38.99
397,270844,Imperial Settlers: Empires of the North,41.97
398,25417,BattleLore,53.99
399,137408,Amerigo,87.98
400,62222,Commands & Colors: Napoleonics,59.97
401,251658,Sprawlopolis,13.49
402,372,Schotten Totten,11.99
403,5404,Amun-Re,59.99
404,157969,Sheriff of Nottingham,35.99
405,150,PitchCar,87.97
406,146791,Shadows of Brimstone: City of the Ancients,94.99
407,128996,1775: Rebellion,107.06
408,17226,Descent: Journeys in the Dark,79.99
409,83330,Mansions of Madness,95.99
411,194607,Mystic Vale,38.8
412,136063,Forbidden Desert,25.47
413,262543,Wavelength,35.09
414,177639,Raptor,31.19
415,123123,BattleCON: Devastation of Indines,71.99
416,62227,"Labyrinth: The War on Terror, 2001 – ?",64.47
417,162082,Deus,34.95
418,95527,Madeira,149.95
419,245655,The King's Dilemma,84.11
420,158899,Colt Express,33.58
421,233312,Stuffed Fables,63.99
422,98778,Hanabi,7.17
423,285967,Ankh: Gods of Egypt,79.99
424,144189,Fire in the Lake,71.99
426,256730,Pipeline,55.97
427,13,Catan,39.99
429,298047,Marvel United,31.99
430,15062,Shadows over Camelot,45.98
431,43570,Friday,13.99
432,20437,Lords of Vegas,37.99
433,65781,London,144.7
434,105551,Archipelago,115.99
435,127398,Legends of Andor,44.97
436,171,Chess,12.79
437,206941,First Class: All Aboard the Orient Express!,189.48
438,119506,Freedom: The Underground Railroad,56.39
439,191862,Imhotep,27.88
440,97786,Small World Underground,52.79
441,156858,Black Orchestra,60
442,133848,Euphoria: Build a Better Dystopia,60
443,193042,Junk Art,38.48
444,221965,The Fox in the Forest,10.99
445,240196,Betrayal Legacy,86.46
446,102652,Sentinels of the Multiverse,47.64
447,171668,The Grizzled,19.99
448,875,Roads & Boats,98.95
449,36553,Time's Up! Title Recall!,5.99
450,246684,Smartphone Inc.,44.99
451,205398,Citadels,26.39
452,144797,Argent: The Consortium,129.99
453,147949,One Night Ultimate Werewolf,22.47
454,58421,Egizia,36.99
455,328871,Terraforming Mars: Ares Expedition,39.99
456,125618,Libertalia,34
457,21790,Thurn and Taxis,24.95
458,202426,Sidereal Confluence,55.97
459,9674,Ingenious,28.99
460,180974,Potion Explosion,79.99
461,90419,Airlines Europe,40.79
462,264241,Mandala,26.39
463,142379,Escape Plan,95.99
464,163968,Elysium,32.6
465,232043,Queendomino,23.98
466,31999,TZAAR,23.99
467,232414,Oceans,49.99
468,11,Bohnanza,15.1
469,245654,Railroad Ink: Deep Blue Edition,15.97
470,12942,No Thanks!,10.99
471,42052,Vinhos,71.97
472,34119,Tales of the Arabian Nights,69.95
473,18,RoboRally,39.99
474,27173,Vikings,22.99
475,269144,Hadara,49.06
476,156009,Port Royal,14.93
477,262215,Blackout: Hong Kong,44.99
478,133473,Sushi Go!,13.57
479,181530,Runebound (Third Edition),49.95
480,17405,1846: The Race for the Midwest,59.99
481,133038,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,40.36
482,192836,The Colonists,89.95
483,97842,Last Will,39.99
484,150145,Skull King,16.99
485,31730,Chicago Express,38.97
486,475,Taj Mahal,49.99
487,218603,Photosynthesis,47.99
489,183251,Karuba,39.99
490,22827,StarCraft: The Board Game,345.94
491,91312,Discworld: Ankh-Morpork,389.99
492,27746,Colosseum,97.65
493,6249,Alhambra,53.47
494,183562,Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set,29.52
495,141572,Paperback,37.16
496,15363,Nexus Ops,55.97
497,151022,Baseball Highlights: 2045,85.82
498,196326,Love Letter Premium,164.59
499,3685,Hammer of the Scots,81.18
500,291572,Oath: Chronicles of Empire and Exile,96
501,159508,AquaSphere,41.97
502,285192,Destinies,44
504,2346,DVONN,34.37
505,262211,Cloudspire,149.95
506,155703,Evolution,39.98
507,39351,Automobile,152.83
508,84419,Space Empires: 4X,65.97
509,153938,Camel Up,25.26
510,257501,KeyForge: Call of the Archons,31.99
512,160010,Conan,232.95
513,140603,Francis Drake,49.99
514,39938,Carson City,105.77
515,169255,A Game of Thrones: The Card Game (Second Edition),54.02
516,9625,Struggle of Empires,38.45
517,172308,Broom Service,23.5
518,42776,Gears of War: The Board Game,152.78
519,205359,Star Wars: Destiny,19.41
520,42215,Tobago,42.49
521,113924,Zombicide,66.95
522,503,Through the Desert,39.99
523,4390,Carcassonne: Hunters and Gatherers,34.37
524,28023,Jamaica,35.99
526,143519,Quantum,36.99
527,117959,Las Vegas,20.78
528,256952,Zombie Kidz Evolution,26.99
529,252328,Star Wars: X-Wing (Second Edition),98.99
530,170561,Valeria: Card Kingdoms,25.47
531,73171,Earth Reborn,105.95
532,119432,Snowdonia,77.65
533,131357,Coup,7.55
534,174785,Mare Nostrum: Empires,92.68
535,30869,Thebes,37.45
536,1513,The Republic of Rome,43.95
537,209778,Magic Maze,32.41
538,220,High Society,16.99
539,270673,Silver & Gold,15.19
540,121408,Trains,66.47
541,163166,One Night Ultimate Werewolf: Daybreak,22.47
542,216734,Dice Throne: Season One,36.99
543,301880,Raiders of Scythia,42.99
544,24508,Taluva,51.97
545,169427,Middara: Unintentional Malum – Act 1,199.97
546,10547,Betrayal at House on the Hill,46.97
548,265402,In the Hall of the Mountain King,35.99
549,37904,Formula D,47.99
550,1353,Time's Up!,15.95
553,150997,Shadows of Brimstone: Swamps of Death,95.99
554,180511,Shakespeare,96.88
555,135219,The Battle of Five Armies,74.97
556,319966,The King Is Dead: Second Edition,33.99
557,111799,Cuba Libre,57.99
558,121288,Dixit: Journey,26.39
559,311193,Anno 1800,43.49
560,50750,Belfort,143.61
561,193949,Star Trek: Ascendancy,103.61
562,46,Medici,33.99
563,284435,Nova Luna,27.97
564,3201,Lord of the Rings: The Confrontation,69.99
565,116998,Thunderstone Advance: Towers of Ruin,149.49
566,21763,Mr. Jack,27.46
567,134726,Smash Up: Awesome Level 9000,8
568,224710,Zombicide: Green Horde,99.99
569,5782,Coloretto,9.99
570,269511,Cooper Island,49.99
571,13004,The Downfall of Pompeii,31.49
572,107529,Kingdom Builder,48.99
573,247367,"Air, Land & Sea",14.47
574,70512,Luna,32.99
575,65532,Defenders of the Realm,54.99
576,264055,Draftosaurus,29.28
578,30380,Cuba,38.99
579,88,Torres,40
580,126792,Myrmes,105.87
582,113294,Escape: The Curse of the Temple,54.29
583,173064,Leaving Earth,58.57
585,258210,Blitzkrieg!: World War Two in 20 Minutes,26.47
587,171499,Cacao,42.32
589,100423,Elder Sign,35.99
590,181521,Warhammer Quest: The Adventure Card Game,23.99
591,123540,Tokaido,25
592,213893,Yamataï,47.99
593,258036,Between Two Castles of Mad King Ludwig,45
594,162007,Steampunk Rally,23
595,699,HeroQuest,139.99
597,432,6 nimmt!,10.24
598,15364,Vegas Showdown,31.97
599,170624,Crusaders: Thy Will Be Done,14.99
600,146278,Tash-Kalar: Arena of Legends,39.99
601,9823,Advanced Squad Leader: Starter Kit #1,35.06
602,154825,Arkwright,58.57
603,168584,Love Letter: Batman,11.3
604,72321,The Networks,52.63
605,193558,The Oracle of Delphi,38.99
606,163839,Feudum,99.99
607,143741,BANG! The Dice Game,14.47
608,242574,Century: Eastern Wonders,23.99
609,290236,Canvas,23.99
610,274638,Unmatched: Robin Hood vs. Bigfoot,29.41
611,165401,Wir sind das Volk!,35.99
612,29603,D-Day at Omaha Beach,113.51
613,232219,Dragon Castle,43.97
614,153016,Telestrations: 12 Player Party Pack,47.59
615,266121,Unlock!: Heroic Adventures,31.99
616,2955,Mexica,51.7
617,68425,Eminent Domain,24.48
618,87890,Prêt-à-Porter,58.82
619,73761,K2,92.07
622,22345,Yspahan,32.99
624,226320,My Little Scythe,48
625,179803,Arcadia Quest: Inferno,256.16
626,31563,Middle-Earth Quest,121.05
627,296912,Fort,24
628,55600,Shipyard,48.97
629,132018,Churchill,77.97
630,173442,Empires: Age of Discovery,109.99
631,248490,Atlantis Rising (Second Edition),52
634,7717,Carcassonne: The Castle,16.99
635,36235,The Duke,50
636,214880,City of the Big Shoulders,117.59
637,298069,Cubitos,47.99
638,168435,Between Two Cities,37.81
639,242639,Treasure Island,47.99
640,192457,Cry Havoc,46.75
641,2398,Cribbage,29.99
642,270970,Century: A New World,26.99
644,190082,Whitehall Mystery,35.99
645,303057,Pan Am,34.99
646,256382,Disney Villainous,44.97
647,143515,Coal Baron,235.24
648,71721,Space Hulk: Death Angel – The Card Game,32.34
649,244228,Reef,34.99
650,483,Diplomacy,43.97
651,220520,Caverna: Cave vs Cave,29.76
652,43528,World Without End,39.2
653,183840,Oh My Goods!,16.47
654,241724,Villagers,28.61
655,201825,Ex Libris,35.99
656,233247,Civilization: A New Dawn,47.99
657,47185,Warhammer: Invasion,54.1
658,245961,Fleet: The Dice Game,19.99
659,135779,A Fake Artist Goes to New York,16.97
660,156943,Saint Petersburg (Second Edition),129.95
661,79127,Star Trek: Fleet Captains,79.97
662,20100,Wits & Wagers,44.99
663,200147,Kanagawa,29.16
664,314491,Meadow,41.99
665,244115,Shards of Infinity,13.97
666,26997,1989: Dawn of Freedom,53.47
667,239942,Black Rose Wars,96.49
668,160499,King of New York,36.41
669,249381,The Estates,35.99
670,162286,Super Motherload,34.99
671,231581,AuZtralia,51.97
672,158889,Summoner Wars: Alliances Master Set,47.99
673,169654,Deep Sea Adventure,18.4
675,21882,Blue Moon City,29.99
676,38996,Washington's War,51.99
677,255692,New Frontiers,51.98
678,110277,Among the Stars,184.96
679,170416,Vast: The Crystal Caverns,47.96
680,131287,Panamax,42.01
681,91872,Dungeons & Dragons: The Legend of Drizzt Board Game,48.97
682,40628,Finca,29.29
683,2453,Blokus,24.97
684,316377,7 Wonders (Second Edition),47.99
685,230244,Black Angel,73.99
686,297562,Kemet: Blood and Sand,71.99
688,41002,Vasco da Gama,38.45
689,244992,The Mind,14.39
690,30957,Tribune: Primus Inter Pares,40.99
691,171273,FUSE,23.97
692,271518,Disney Villainous: Wicked to the Core,34.97
693,28181,Combat Commander: Pacific,58.97
695,117915,Yedo,83.88
696,177590,13 Days: The Cuban Missile Crisis,29.99
697,12002,Jambo,16.99
698,181687,The Pursuit of Happiness,60.78
699,163602,XCOM: The Board Game,39
700,18098,Napoleon's Triumph,37.5
701,148575,Marvel Dice Masters: Avengers vs. X-Men,14.88
702,204516,878 Vikings: Invasions of England,57.97
703,156566,Lords of Xidit,35.17
704,179275,One Deck Dungeon,17.47
705,191051,Outlive,129.71
706,214887,CO₂: Second Chance,71.99
707,158435,Dogs of War,70.59
708,12962,Reef Encounter,33.99
709,166384,Spyfall,17.5
710,206480,Imperial Struggle,43.99
711,197443,Fugitive,30.79
712,194879,Not Alone,23.99
713,218333,Rhino Hero: Super Battle,34.99
714,251678,Railroad Ink: Blazing Red Edition,13.99
715,216600,Fantastic Factories,31.99
716,161417,Red7,8
717,528,ZÈRTZ,35.23
719,145659,Scoville,43.66
720,51,Ricochet Robots,47
722,281442,Trismegistus: The Ultimate Formula,56.47
723,280480,Crystal Palace,55.97
724,12891,Friedrich,28.17
725,198830,"Heroes of Land, Air & Sea",79.97
726,35570,Tinners' Trail,109.99
727,224597,Warhammer Underworlds: Shadespire,108.07
728,137269,Spyrium,93.55
729,103886,Star Wars: The Card Game,31.95
730,94,Union Pacific,27.95
731,12902,Carcassonne: The City,26.45
732,256570,Crown of Emara,39.95
733,119788,Hyperborea,41.99
734,202670,Ticket to Ride: Rails & Sails,71.99
735,11825,Empire of the Sun,98.57
736,217780,Gentes,47.99
737,139898,Brew Crafters,7.99
738,552,Bus,92.94
739,304783,Hadrian's Wall,42.88
741,175117,Celestia,28.99
742,252153,Tang Garden,63.53
743,284742,Honey Buzz,31.99
744,82421,Summoner Wars: Phoenix Elves vs Tundra Orcs,16.95
746,53953,Thunderstone,28.45
747,41066,Virgin Queen,73.99
748,15512,Diamant,21.6
749,176165,Dale of Merchants,17.99
750,284760,Disney Villainous: Evil Comes Prepared,29.99
751,234671,Pandemic: Rising Tide,58.99
752,266830,Q.E.,31.99
753,41,Can't Stop,28.99
754,1041,San Marco,28.95
756,179172,Unfair,49.41
757,8125,Santiago,27.99
758,129948,The Palaces of Carrara,99.99
759,154458,Akrotiri,42.95
760,26566,Homesteaders,65.87
761,29368,Last Night on Earth: The Zombie Game,43.99
763,26990,Container,39.99
765,177678,Signorie,38.99
766,16747,Tumblin-Dice,84.99
767,91514,Rhino Hero,14.99
768,65244,Forbidden Island,20.97
769,30645,Tammany Hall,47
770,1345,Genoa,44.97
772,37380,Roll Through the Ages: The Bronze Age,29.99
774,151004,Smash Up: Science Fiction Double Feature,13.99
775,82420,Summoner Wars: Guild Dwarves vs Cave Goblins,16.95
776,98229,Pictomania,19.95
777,180593,The Bloody Inn,26.39
778,223953,Kitchen Rush,52.99
779,318084,Furnace,29.99
780,283393,Aquatica,35.99
781,65901,Age of Industry,64.59
782,13642,Louis XIV,19.99
783,218121,Dice Hospital,45.06
784,306040,Merv: The Heart of the Silk Road,46.99
785,1465,Wizard,19.99
786,27976,Heroscape Master Set: Swarm of the Marro,29.95
787,148319,Tragedy Looper,39.17
788,244114,Yellow & Yangtze,59.99
789,491,Web of Power,35.45
790,283863,The Magnificent,48
791,195560,Wasteland Express Delivery Service,71.95
792,108906,Thunder Alley,47.97
793,239464,Palm Island,20.53
794,98351,Core Worlds,28.75
795,227460,Hannibal & Hamilcar,86.97
796,172047,The Others,117.65
797,66356,Dungeons & Dragons: Wrath of Ashardalon Board Game,48.97
798,108784,Ascension: Storm of Souls,31.7
799,202408,Adrenaline,49.99
800,216459,The Lost Expedition,24.99
801,160851,Lanterns: The Harvest Festival,27.97
802,240,Britannia,39.99
803,220517,The Shipwreck Arcana,20.99
804,244608,Menara,45.82
805,234477,Battle for Rokugan,36.6
806,191977,The Castles of Burgundy: The Card Game,10.99
807,106217,Hawaii,24.45
808,218479,Cerebria: The Inside World,52
809,52461,Legacy: The Testament of Duke de Crecy,30.99
810,904,Dream Factory,27.95
811,204472,Sub Terra,51.26
812,2093,Mahjong,150
813,201921,Tiny Epic Quest,21.99
814,207243,The City of Kings,66.47
815,8051,Attika,149.99
816,131260,Qwixx,10.37
817,272738,Jaws,39.99
818,283864,Trails of Tucana,23.53
819,27588,Zooloretto,33.97
820,147151,Concept,35.99
